layer_key,layer_label,topic_i,topic_j,rho,p,lag
mid,Public Reaction,Immigration,Economy,0.2430840647523294,0.0029112553337156677,0
mid,Public Reaction,Immigration,Abortion,0.6177495122845076,6.102462248696178e-17,0
mid,Public Reaction,Immigration,National security and foreign policy,0.2982227536398198,0.00023195118617198572,0
mid,Public Reaction,Immigration,Healthcare,0.4835250261904146,4.814855843570411e-10,0
mid,Public Reaction,Immigration,Guns control,0.19205070020026874,0.019366585640072202,0
mid,Public Reaction,Wokeness,Democratic concerns,0.6483525026190415,5.17318253784524e-19,0
mid,Public Reaction,Wokeness,Economy,0.41416022240566824,1.6708033766655504e-07,0
mid,Public Reaction,Wokeness,Abortion,0.5722207620577707,3.020981155523296e-14,0
mid,Public Reaction,Wokeness,National security and foreign policy,0.3356445063060596,3.0419430186129135e-05,0
mid,Public Reaction,Wokeness,Healthcare,0.43117010998123173,4.482531918809334e-08,0
mid,Public Reaction,Wokeness,Guns control,0.28563284555614377,0.00043315277058934273,0
mid,Public Reaction,Democratic concerns,Economy,0.3241355312304498,5.847131825276721e-05,0
mid,Public Reaction,Democratic concerns,Abortion,0.4592484554133644,4.333882971806633e-09,0
mid,Public Reaction,Democratic concerns,National security and foreign policy,0.3893950106797663,1.0006917702775835e-06,0
mid,Public Reaction,Democratic concerns,Healthcare,0.32928477032024495,4.378967986620167e-05,0
mid,Public Reaction,Democratic concerns,Guns control,0.16962874393363372,0.03929477746753683,0
mid,Public Reaction,Economy,Abortion,0.459274368190955,4.324120493334913e-09,0
mid,Public Reaction,Economy,National security and foreign policy,0.11749223542128626,0.154978059194585,0
mid,Public Reaction,Economy,Healthcare,0.10710121160744365,0.195104746285522,0
mid,Public Reaction,Economy,Guns control,0.2269663170909576,0.005536303652615287,0
mid,Public Reaction,Abortion,National security and foreign policy,0.3883881141791017,1.0729803885313827e-06,0
mid,Public Reaction,Abortion,Healthcare,0.38829556854484953,1.079868541209265e-06,0
mid,Public Reaction,Abortion,Guns control,0.24988431795718474,0.002191731147523349,0
mid,Public Reaction,National security and foreign policy,Healthcare,0.08129208512717623,0.3260002066308821,0
mid,Public Reaction,National security and foreign policy,Guns control,0.4142490662145504,1.659670948159807e-07,0
mid,Public Reaction,Healthcare,Guns control,-0.05224015962270997,0.5283209811115144,0
right,Donald Trump,Immigration,Wokeness,0.6793850184145261,1.4646991957449863e-17,0
right,Donald Trump,Immigration,Democratic concerns,0.8065045682758695,1.0559057478691247e-28,0
right,Donald Trump,Immigration,Economy,0.8865680972022173,2.573009757114607e-41,0
right,Donald Trump,Immigration,Abortion,0.6731359351695384,3.7043903065864706e-17,0
right,Donald Trump,Immigration,National security and foreign policy,0.8108864162812779,3.1367206485698615e-29,0
right,Donald Trump,Immigration,Healthcare,0.34968533937444585,9.045932633815471e-05,0
right,Donald Trump,Immigration,Guns control,0.7409060206419992,3.909458952126036e-22,0
right,Donald Trump,Wokeness,Democratic concerns,0.7692156035543691,1.058797003007317e-24,0
right,Donald Trump,Wokeness,Economy,0.7388416581717374,5.837660359898044e-22,0
right,Donald Trump,Wokeness,Abortion,0.8265293379910793,3.1366519321452953e-31,0
right,Donald Trump,Wokeness,National security and foreign policy,0.7523177612247186,3.9710053285214305e-23,0
right,Donald Trump,Wokeness,Healthcare,0.4894600856916735,1.4027962070264182e-08,0
right,Donald Trump,Wokeness,Guns control,0.9029936276037152,4.136156517412717e-45,0
right,Donald Trump,Democratic concerns,Economy,0.8264982173638847,3.1669567415276296e-31,0
right,Donald Trump,Democratic concerns,Abortion,0.7637357107692654,3.54528354791682e-24,0
right,Donald Trump,Democratic concerns,National security and foreign policy,0.8671736166080422,1.5829280509450835e-37,0
right,Donald Trump,Democratic concerns,Healthcare,0.532496173577501,3.8542331726674183e-10,0
right,Donald Trump,Democratic concerns,Guns control,0.7778960727599264,1.4558622102115435e-25,0
right,Donald Trump,Economy,Abortion,0.6331252979963726,8.57106712277234e-15,0
right,Donald Trump,Economy,National security and foreign policy,0.8596155217445642,3.290775284016127e-36,0
right,Donald Trump,Economy,Healthcare,0.42980861366267237,9.63126240794166e-07,0
right,Donald Trump,Economy,Guns control,0.7659226820996753,2.1974025335201457e-24,0
right,Donald Trump,Abortion,National security and foreign policy,0.7386127834810506,6.101583514216193e-22,0
right,Donald Trump,Abortion,Healthcare,0.413975109731216,2.601251964760336e-06,0
right,Donald Trump,Abortion,Guns control,0.8226529674734202,1.0239932430390006e-30,0
right,Donald Trump,National security and foreign policy,Healthcare,0.4175497375570778,2.087724257515493e-06,0
right,Donald Trump,National security and foreign policy,Guns control,0.7490966236530885,7.667480735183318e-23,0
right,Donald Trump,Healthcare,Guns control,0.37164390609046166,2.9248015128494217e-05,0
